"nest1","nest2","weight","site_comb","site_same_other","site_same_semi_other","dyad_ID","year","nest1_anthro","nest2_anthro","anthro","anthro_binary"
"Z20","Y05",0.5,"ZY","other","semi","Y05_Z20",2024,1,1,2,1
"Z21","Y05",0.5,"ZY","other","semi","Y05_Z21",2024,1,1,2,1
"Z22","Y05",0.428571428571428,"ZY","other","semi","Y05_Z22",2024,1,1,2,1
"Z23","Y05",0.375,"ZY","other","semi","Y05_Z23",2024,1,1,2,1
"Z24","Y05",0.333333333333333,"ZY","other","semi","Y05_Z24",2024,0,1,1,0
"Z26","Y05",0.25,"ZY","other","semi","Y05_Z26",2024,1,1,2,1
"Z27","Y05",0.285714285714286,"ZY","other","semi","Y05_Z27",2024,0,1,1,0
"Z28","Y05",0.285714285714286,"ZY","other","semi","Y05_Z28",2024,1,1,2,1
"Z29","Y05",0.375,"ZY","other","semi","Y05_Z29",2024,1,1,2,1
"Z30","Y05",0.285714285714286,"ZY","other","semi","Y05_Z30",2024,1,1,2,1
"Z31","Y05",0.5,"ZY","other","semi","Y05_Z31",2024,1,1,2,1
"Z32","Y05",0.333333333333333,"ZY","other","semi","Y05_Z32",2024,1,1,2,1
"Z33","Y05",0.428571428571428,"ZY","other","semi","Y05_Z33",2024,1,1,2,1
"Z35","Y05",0.428571428571428,"ZY","other","semi","Y05_Z35",2024,1,1,2,1
"Z38","Y05",0.285714285714286,"ZY","other","semi","Y05_Z38",2024,0,1,1,0
"Z39","Y05",0.375,"ZY","other","semi","Y05_Z39",2024,1,1,2,1
"Z40","Y05",0.4,"ZY","other","semi","Y05_Z40",2024,0,1,1,0
"Z41","Y05",0.5,"ZY","other","semi","Y05_Z41",2024,1,1,2,1
"Z42","Y05",0.25,"ZY","other","semi","Y05_Z42",2024,1,1,2,1
"Z43","Y05",0.285714285714286,"ZY","other","semi","Y05_Z43",2024,1,1,2,1
"Z44","Y05",0.333333333333333,"ZY","other","semi","Y05_Z44",2024,0,1,1,0
"Z45","Y05",0.166666666666667,"ZY","other","semi","Y05_Z45",2024,1,1,2,1
"Y07","Y06",0.666666666666667,"YY","same","same","Y06_Y07",2024,1,1,2,1
"Y08","Y06",0.888888888888889,"YY","same","same","Y06_Y08",2024,1,1,2,1
"Y09","Y06",1,"YY","same","same","Y06_Y09",2024,1,1,2,1
"Y10","Y06",0.777777777777778,"YY","same","same","Y06_Y10",2024,1,1,2,1
"Y11","Y06",0.875,"YY","same","same","Y06_Y11",2024,1,1,2,1
"Y12","Y06",0.555555555555556,"YY","same","same","Y06_Y12",2024,1,1,2,1
"Y14","Y06",0.777777777777778,"YY","same","same","Y06_Y14",2024,1,1,2,1
"Y16","Y06",0.375,"YY","same","same","Y06_Y16",2024,0,1,1,0
"Y17","Y06",0.75,"YY","same","same","Y06_Y17",2024,1,1,2,1
"Y18","Y06",0.875,"YY","same","same","Y06_Y18",2024,1,1,2,1
"Y19","Y06",0.625,"YY","same","same","Y06_Y19",2024,1,1,2,1
"Y20","Y06",0.75,"YY","same","same","Y06_Y20",2024,1,1,2,1
"Y21","Y06",0.777777777777778,"YY","same","same","Y06_Y21",2024,1,1,2,1
"Y22","Y06",0.375,"YY","same","same","Y06_Y22",2024,0,1,1,0
"Y23","Y06",0.666666666666667,"YY","same","same","Y06_Y23",2024,0,1,1,0
"Y24","Y06",0.375,"YY","same","same","Y06_Y24",2024,0,1,1,0
"Y25","Y06",0.444444444444444,"YY","same","same","Y06_Y25",2024,0,1,1,0
"Y26","Y06",0.555555555555556,"YY","same","same","Y06_Y26",2024,1,1,2,1
"Y27","Y06",0.444444444444444,"YY","same","same","Y06_Y27",2024,0,1,1,0
"Y28","Y06",0.555555555555556,"YY","same","same","Y06_Y28",2024,0,1,1,0
"Y29","Y06",0.555555555555556,"YY","same","same","Y06_Y29",2024,1,1,2,1
"Y30","Y06",0.5,"YY","same","same","Y06_Y30",2024,0,1,1,0
"Y31","Y06",0.5,"YY","same","same","Y06_Y31",2024,0,1,1,0
"Y32","Y06",0.333333333333333,"YY","same","same","Y06_Y32",2024,0,1,1,0
"Y33","Y06",0.375,"YY","same","same","Y06_Y33",2024,0,1,1,0
"Y34","Y06",0.625,"YY","same","same","Y06_Y34",2024,1,1,2,1
"Y35","Y06",0.444444444444444,"YY","same","same","Y06_Y35",2024,0,1,1,0
"Z02","Y06",0.666666666666667,"ZY","other","semi","Y06_Z02",2024,1,1,2,1
"Z03","Y06",0.625,"ZY","other","semi","Y06_Z03",2024,1,1,2,1
"Z05","Y06",0.666666666666667,"ZY","other","semi","Y06_Z05",2024,1,1,2,1
"Z06","Y06",0.75,"ZY","other","semi","Y06_Z06",2024,0,1,1,0
"Z07","Y06",0.625,"ZY","other","semi","Y06_Z07",2024,0,1,1,0
"Z08","Y06",0.666666666666667,"ZY","other","semi","Y06_Z08",2024,1,1,2,1
"Z10","Y06",0.625,"ZY","other","semi","Y06_Z10",2024,1,1,2,1
"Z11","Y06",0.75,"ZY","other","semi","Y06_Z11",2024,1,1,2,1
"Z13","Y06",0.625,"ZY","other","semi","Y06_Z13",2024,1,1,2,1
"Z14","Y06",0.75,"ZY","other","semi","Y06_Z14",2024,1,1,2,1
"Z15","Y06",0.75,"ZY","other","semi","Y06_Z15",2024,1,1,2,1
"Z16","Y06",0.625,"ZY","other","semi","Y06_Z16",2024,1,1,2,1
"Z17","Y06",0.75,"ZY","other","semi","Y06_Z17",2024,1,1,2,1
"Z18","Y06",0.375,"ZY","other","semi","Y06_Z18",2024,0,1,1,0
"Z19","Y06",0.5,"ZY","other","semi","Y06_Z19",2024,0,1,1,0
"Z20","Y06",0.625,"ZY","other","semi","Y06_Z20",2024,1,1,2,1
"Z21","Y06",0.625,"ZY","other","semi","Y06_Z21",2024,1,1,2,1
"Z22","Y06",0.555555555555556,"ZY","other","semi","Y06_Z22",2024,1,1,2,1
"Z23","Y06",0.666666666666667,"ZY","other","semi","Y06_Z23",2024,1,1,2,1
"Z24","Y06",0.5,"ZY","other","semi","Y06_Z24",2024,0,1,1,0
"Z26","Y06",0.4,"ZY","other","semi","Y06_Z26",2024,1,1,2,1
"Z27","Y06",0.444444444444444,"ZY","other","semi","Y06_Z27",2024,0,1,1,0
"Z28","Y06",0.444444444444444,"ZY","other","semi","Y06_Z28",2024,1,1,2,1
"Z29","Y06",0.666666666666667,"ZY","other","semi","Y06_Z29",2024,1,1,2,1
"Z30","Y06",0.444444444444444,"ZY","other","semi","Y06_Z30",2024,1,1,2,1
"Z31","Y06",0.625,"ZY","other","semi","Y06_Z31",2024,1,1,2,1
"Z32","Y06",0.5,"ZY","other","semi","Y06_Z32",2024,1,1,2,1
"Z33","Y06",0.555555555555556,"ZY","other","semi","Y06_Z33",2024,1,1,2,1
"Z35","Y06",0.75,"ZY","other","semi","Y06_Z35",2024,1,1,2,1
"Z38","Y06",0.444444444444444,"ZY","other","semi","Y06_Z38",2024,0,1,1,0
"Z39","Y06",0.666666666666667,"ZY","other","semi","Y06_Z39",2024,1,1,2,1
"Z40","Y06",0.375,"ZY","other","semi","Y06_Z40",2024,0,1,1,0
"Z41","Y06",0.625,"ZY","other","semi","Y06_Z41",2024,1,1,2,1
"Z42","Y06",0.555555555555556,"ZY","other","semi","Y06_Z42",2024,1,1,2,1
"Z43","Y06",0.444444444444444,"ZY","other","semi","Y06_Z43",2024,1,1,2,1
"Z44","Y06",0.5,"ZY","other","semi","Y06_Z44",2024,0,1,1,0
"Z45","Y06",0.375,"ZY","other","semi","Y06_Z45",2024,1,1,2,1
"Y08","Y07",0.777777777777778,"YY","same","same","Y07_Y08",2024,1,1,2,1
"Y09","Y07",0.666666666666667,"YY","same","same","Y07_Y09",2024,1,1,2,1
"Y10","Y07",0.875,"YY","same","same","Y07_Y10",2024,1,1,2,1
"Y11","Y07",0.75,"YY","same","same","Y07_Y11",2024,1,1,2,1
"Y12","Y07",0.857142857142857,"YY","same","same","Y07_Y12",2024,1,1,2,1
"Y14","Y07",0.875,"YY","same","same","Y07_Y14",2024,1,1,2,1
"Y16","Y07",0.428571428571428,"YY","same","same","Y07_Y16",2024,0,1,1,0
"Y17","Y07",0.857142857142857,"YY","same","same","Y07_Y17",2024,1,1,2,1
"Y18","Y07",0.75,"YY","same","same","Y07_Y18",2024,1,1,2,1
"Y19","Y07",0.5,"YY","same","same","Y07_Y19",2024,1,1,2,1
"Y20","Y07",0.625,"YY","same","same","Y07_Y20",2024,1,1,2,1
"Y21","Y07",0.875,"YY","same","same","Y07_Y21",2024,1,1,2,1
"Y22","Y07",0.428571428571428,"YY","same","same","Y07_Y22",2024,0,1,1,0
"Y23","Y07",0.75,"YY","same","same","Y07_Y23",2024,0,1,1,0
"Y24","Y07",0.428571428571428,"YY","same","same","Y07_Y24",2024,0,1,1,0
"Y25","Y07",0.5,"YY","same","same","Y07_Y25",2024,0,1,1,0
"Y26","Y07",0.857142857142857,"YY","same","same","Y07_Y26",2024,1,1,2,1
"Y27","Y07",0.5,"YY","same","same","Y07_Y27",2024,0,1,1,0
"Y28","Y07",0.625,"YY","same","same","Y07_Y28",2024,0,1,1,0
"Y29","Y07",0.857142857142857,"YY","same","same","Y07_Y29",2024,1,1,2,1
"Y30","Y07",0.375,"YY","same","same","Y07_Y30",2024,0,1,1,0
"Y31","Y07",0.571428571428571,"YY","same","same","Y07_Y31",2024,0,1,1,0
"Y32","Y07",0.571428571428571,"YY","same","same","Y07_Y32",2024,0,1,1,0
"Y33","Y07",0.428571428571428,"YY","same","same","Y07_Y33",2024,0,1,1,0
"Y34","Y07",0.5,"YY","same","same","Y07_Y34",2024,1,1,2,1
"Y35","Y07",0.5,"YY","same","same","Y07_Y35",2024,0,1,1,0
"Z02","Y07",0.555555555555556,"ZY","other","semi","Y07_Z02",2024,1,1,2,1
"Z03","Y07",0.714285714285714,"ZY","other","semi","Y07_Z03",2024,1,1,2,1
"Z05","Y07",0.75,"ZY","other","semi","Y07_Z05",2024,1,1,2,1
"Z06","Y07",0.625,"ZY","other","semi","Y07_Z06",2024,0,1,1,0
"Z07","Y07",0.5,"ZY","other","semi","Y07_Z07",2024,0,1,1,0
"Z08","Y07",0.555555555555556,"ZY","other","semi","Y07_Z08",2024,1,1,2,1
"Z10","Y07",0.714285714285714,"ZY","other","semi","Y07_Z10",2024,1,1,2,1
"Z11","Y07",0.625,"ZY","other","semi","Y07_Z11",2024,1,1,2,1
"Z13","Y07",0.714285714285714,"ZY","other","semi","Y07_Z13",2024,1,1,2,1
"Z14","Y07",0.857142857142857,"ZY","other","semi","Y07_Z14",2024,1,1,2,1
"Z15","Y07",0.444444444444444,"ZY","other","semi","Y07_Z15",2024,1,1,2,1
"Z16","Y07",0.5,"ZY","other","semi","Y07_Z16",2024,1,1,2,1
"Z17","Y07",0.625,"ZY","other","semi","Y07_Z17",2024,1,1,2,1
"Z18","Y07",0.428571428571428,"ZY","other","semi","Y07_Z18",2024,0,1,1,0
"Z19","Y07",0.571428571428571,"ZY","other","semi","Y07_Z19",2024,0,1,1,0
"Z20","Y07",0.714285714285714,"ZY","other","semi","Y07_Z20",2024,1,1,2,1
"Z21","Y07",0.714285714285714,"ZY","other","semi","Y07_Z21",2024,1,1,2,1
"Z22","Y07",0.857142857142857,"ZY","other","semi","Y07_Z22",2024,1,1,2,1
"Z23","Y07",0.75,"ZY","other","semi","Y07_Z23",2024,1,1,2,1
"Z24","Y07",0.571428571428571,"ZY","other","semi","Y07_Z24",2024,0,1,1,0
"Z26","Y07",0.625,"ZY","other","semi","Y07_Z26",2024,1,1,2,1
"Z27","Y07",0.714285714285714,"ZY","other","semi","Y07_Z27",2024,0,1,1,0
"Z28","Y07",0.714285714285714,"ZY","other","semi","Y07_Z28",2024,1,1,2,1
"Z29","Y07",0.75,"ZY","other","semi","Y07_Z29",2024,1,1,2,1
"Z30","Y07",0.714285714285714,"ZY","other","semi","Y07_Z30",2024,1,1,2,1
"Z31","Y07",0.714285714285714,"ZY","other","semi","Y07_Z31",2024,1,1,2,1
"Z32","Y07",0.571428571428571,"ZY","other","semi","Y07_Z32",2024,1,1,2,1
"Z33","Y07",0.857142857142857,"ZY","other","semi","Y07_Z33",2024,1,1,2,1
"Z35","Y07",0.625,"ZY","other","semi","Y07_Z35",2024,1,1,2,1
"Z38","Y07",0.714285714285714,"ZY","other","semi","Y07_Z38",2024,0,1,1,0
"Z39","Y07",0.75,"ZY","other","semi","Y07_Z39",2024,1,1,2,1
"Z40","Y07",0.428571428571428,"ZY","other","semi","Y07_Z40",2024,0,1,1,0
"Z41","Y07",0.5,"ZY","other","semi","Y07_Z41",2024,1,1,2,1
"Z42","Y07",0.444444444444444,"ZY","other","semi","Y07_Z42",2024,1,1,2,1
"Z43","Y07",0.5,"ZY","other","semi","Y07_Z43",2024,1,1,2,1
"Z44","Y07",0.571428571428571,"ZY","other","semi","Y07_Z44",2024,0,1,1,0
"Z45","Y07",0.428571428571428,"ZY","other","semi","Y07_Z45",2024,1,1,2,1
"Y09","Y08",0.888888888888889,"YY","same","same","Y08_Y09",2024,1,1,2,1
"Y10","Y08",0.888888888888889,"YY","same","same","Y08_Y10",2024,1,1,2,1
"Y11","Y08",0.777777777777778,"YY","same","same","Y08_Y11",2024,1,1,2,1
"Y12","Y08",0.666666666666667,"YY","same","same","Y08_Y12",2024,1,1,2,1
"Y14","Y08",0.888888888888889,"YY","same","same","Y08_Y14",2024,1,1,2,1
"Y16","Y08",0.333333333333333,"YY","same","same","Y08_Y16",2024,0,1,1,0
"Y17","Y08",0.666666666666667,"YY","same","same","Y08_Y17",2024,1,1,2,1
"Y18","Y08",0.777777777777778,"YY","same","same","Y08_Y18",2024,1,1,2,1
"Y19","Y08",0.555555555555556,"YY","same","same","Y08_Y19",2024,1,1,2,1
"Y20","Y08",0.666666666666667,"YY","same","same","Y08_Y20",2024,1,1,2,1
"Y21","Y08",0.888888888888889,"YY","same","same","Y08_Y21",2024,1,1,2,1
"Y22","Y08",0.333333333333333,"YY","same","same","Y08_Y22",2024,0,1,1,0
"Y23","Y08",0.777777777777778,"YY","same","same","Y08_Y23",2024,0,1,1,0
"Y24","Y08",0.333333333333333,"YY","same","same","Y08_Y24",2024,0,1,1,0
"Y25","Y08",0.555555555555556,"YY","same","same","Y08_Y25",2024,0,1,1,0
"Y26","Y08",0.666666666666667,"YY","same","same","Y08_Y26",2024,1,1,2,1
"Y27","Y08",0.555555555555556,"YY","same","same","Y08_Y27",2024,0,1,1,0
"Y28","Y08",0.666666666666667,"YY","same","same","Y08_Y28",2024,0,1,1,0
"Y29","Y08",0.666666666666667,"YY","same","same","Y08_Y29",2024,1,1,2,1
"Y30","Y08",0.444444444444444,"YY","same","same","Y08_Y30",2024,0,1,1,0
"Y31","Y08",0.444444444444444,"YY","same","same","Y08_Y31",2024,0,1,1,0
"Y32","Y08",0.444444444444444,"YY","same","same","Y08_Y32",2024,0,1,1,0
"Y33","Y08",0.333333333333333,"YY","same","same","Y08_Y33",2024,0,1,1,0
"Y34","Y08",0.555555555555556,"YY","same","same","Y08_Y34",2024,1,1,2,1
"Y35","Y08",0.555555555555556,"YY","same","same","Y08_Y35",2024,0,1,1,0
"Z02","Y08",0.6,"ZY","other","semi","Y08_Z02",2024,1,1,2,1
"Z03","Y08",0.555555555555556,"ZY","other","semi","Y08_Z03",2024,1,1,2,1
"Z05","Y08",0.777777777777778,"ZY","other","semi","Y08_Z05",2024,1,1,2,1
"Z06","Y08",0.666666666666667,"ZY","other","semi","Y08_Z06",2024,0,1,1,0
"Z07","Y08",0.555555555555556,"ZY","other","semi","Y08_Z07",2024,0,1,1,0
"Z08","Y08",0.6,"ZY","other","semi","Y08_Z08",2024,1,1,2,1
"Z10","Y08",0.555555555555556,"ZY","other","semi","Y08_Z10",2024,1,1,2,1
"Z11","Y08",0.666666666666667,"ZY","other","semi","Y08_Z11",2024,1,1,2,1
"Z13","Y08",0.555555555555556,"ZY","other","semi","Y08_Z13",2024,1,1,2,1
"Z14","Y08",0.666666666666667,"ZY","other","semi","Y08_Z14",2024,1,1,2,1
"Z15","Y08",0.666666666666667,"ZY","other","semi","Y08_Z15",2024,1,1,2,1
"Z16","Y08",0.555555555555556,"ZY","other","semi","Y08_Z16",2024,1,1,2,1
"Z17","Y08",0.666666666666667,"ZY","other","semi","Y08_Z17",2024,1,1,2,1
"Z18","Y08",0.333333333333333,"ZY","other","semi","Y08_Z18",2024,0,1,1,0
"Z19","Y08",0.444444444444444,"ZY","other","semi","Y08_Z19",2024,0,1,1,0
"Z20","Y08",0.555555555555556,"ZY","other","semi","Y08_Z20",2024,1,1,2,1
"Z21","Y08",0.555555555555556,"ZY","other","semi","Y08_Z21",2024,1,1,2,1
"Z22","Y08",0.666666666666667,"ZY","other","semi","Y08_Z22",2024,1,1,2,1
"Z23","Y08",0.777777777777778,"ZY","other","semi","Y08_Z23",2024,1,1,2,1
"Z24","Y08",0.444444444444444,"ZY","other","semi","Y08_Z24",2024,0,1,1,0
"Z26","Y08",0.5,"ZY","other","semi","Y08_Z26",2024,1,1,2,1
"Z27","Y08",0.555555555555556,"ZY","other","semi","Y08_Z27",2024,0,1,1,0
"Z28","Y08",0.555555555555556,"ZY","other","semi","Y08_Z28",2024,1,1,2,1
"Z29","Y08",0.777777777777778,"ZY","other","semi","Y08_Z29",2024,1,1,2,1
"Z30","Y08",0.555555555555556,"ZY","other","semi","Y08_Z30",2024,1,1,2,1
"Z31","Y08",0.555555555555556,"ZY","other","semi","Y08_Z31",2024,1,1,2,1
"Z32","Y08",0.444444444444444,"ZY","other","semi","Y08_Z32",2024,1,1,2,1
"Z33","Y08",0.666666666666667,"ZY","other","semi","Y08_Z33",2024,1,1,2,1
"Z35","Y08",0.666666666666667,"ZY","other","semi","Y08_Z35",2024,1,1,2,1
"Z38","Y08",0.555555555555556,"ZY","other","semi","Y08_Z38",2024,0,1,1,0
"Z39","Y08",0.777777777777778,"ZY","other","semi","Y08_Z39",2024,1,1,2,1
"Z40","Y08",0.333333333333333,"ZY","other","semi","Y08_Z40",2024,0,1,1,0
"Z41","Y08",0.555555555555556,"ZY","other","semi","Y08_Z41",2024,1,1,2,1
"Z42","Y08",0.5,"ZY","other","semi","Y08_Z42",2024,1,1,2,1
"Z43","Y08",0.4,"ZY","other","semi","Y08_Z43",2024,1,1,2,1
"Z44","Y08",0.444444444444444,"ZY","other","semi","Y08_Z44",2024,0,1,1,0
"Z45","Y08",0.333333333333333,"ZY","other","semi","Y08_Z45",2024,1,1,2,1
"Y10","Y09",0.777777777777778,"YY","same","same","Y09_Y10",2024,1,1,2,1
"Y11","Y09",0.875,"YY","same","same","Y09_Y11",2024,1,1,2,1
"Y12","Y09",0.555555555555556,"YY","same","same","Y09_Y12",2024,1,1,2,1
"Y14","Y09",0.777777777777778,"YY","same","same","Y09_Y14",2024,1,1,2,1
"Y16","Y09",0.375,"YY","same","same","Y09_Y16",2024,0,1,1,0
"Y17","Y09",0.75,"YY","same","same","Y09_Y17",2024,1,1,2,1
"Y18","Y09",0.875,"YY","same","same","Y09_Y18",2024,1,1,2,1
"Y19","Y09",0.625,"YY","same","same","Y09_Y19",2024,1,1,2,1
"Y20","Y09",0.75,"YY","same","same","Y09_Y20",2024,1,1,2,1
"Y21","Y09",0.777777777777778,"YY","same","same","Y09_Y21",2024,1,1,2,1
"Y22","Y09",0.375,"YY","same","same","Y09_Y22",2024,0,1,1,0
"Y23","Y09",0.666666666666667,"YY","same","same","Y09_Y23",2024,0,1,1,0
"Y24","Y09",0.375,"YY","same","same","Y09_Y24",2024,0,1,1,0
"Y25","Y09",0.444444444444444,"YY","same","same","Y09_Y25",2024,0,1,1,0
"Y26","Y09",0.555555555555556,"YY","same","same","Y09_Y26",2024,1,1,2,1
"Y27","Y09",0.444444444444444,"YY","same","same","Y09_Y27",2024,0,1,1,0
"Y28","Y09",0.555555555555556,"YY","same","same","Y09_Y28",2024,0,1,1,0
"Y29","Y09",0.555555555555556,"YY","same","same","Y09_Y29",2024,1,1,2,1
"Y30","Y09",0.5,"YY","same","same","Y09_Y30",2024,0,1,1,0
"Y31","Y09",0.5,"YY","same","same","Y09_Y31",2024,0,1,1,0
"Y32","Y09",0.333333333333333,"YY","same","same","Y09_Y32",2024,0,1,1,0
"Y33","Y09",0.375,"YY","same","same","Y09_Y33",2024,0,1,1,0
"Y34","Y09",0.625,"YY","same","same","Y09_Y34",2024,1,1,2,1
"Y35","Y09",0.444444444444444,"YY","same","same","Y09_Y35",2024,0,1,1,0
"Z02","Y09",0.666666666666667,"ZY","other","semi","Y09_Z02",2024,1,1,2,1
"Z03","Y09",0.625,"ZY","other","semi","Y09_Z03",2024,1,1,2,1
"Z05","Y09",0.666666666666667,"ZY","other","semi","Y09_Z05",2024,1,1,2,1
"Z06","Y09",0.75,"ZY","other","semi","Y09_Z06",2024,0,1,1,0
"Z07","Y09",0.625,"ZY","other","semi","Y09_Z07",2024,0,1,1,0
"Z08","Y09",0.666666666666667,"ZY","other","semi","Y09_Z08",2024,1,1,2,1
"Z10","Y09",0.625,"ZY","other","semi","Y09_Z10",2024,1,1,2,1
"Z11","Y09",0.75,"ZY","other","semi","Y09_Z11",2024,1,1,2,1
"Z13","Y09",0.625,"ZY","other","semi","Y09_Z13",2024,1,1,2,1
"Z14","Y09",0.75,"ZY","other","semi","Y09_Z14",2024,1,1,2,1
"Z15","Y09",0.75,"ZY","other","semi","Y09_Z15",2024,1,1,2,1
"Z16","Y09",0.625,"ZY","other","semi","Y09_Z16",2024,1,1,2,1
"Z17","Y09",0.75,"ZY","other","semi","Y09_Z17",2024,1,1,2,1
"Z18","Y09",0.375,"ZY","other","semi","Y09_Z18",2024,0,1,1,0
"Z19","Y09",0.5,"ZY","other","semi","Y09_Z19",2024,0,1,1,0
"Z20","Y09",0.625,"ZY","other","semi","Y09_Z20",2024,1,1,2,1
"Z21","Y09",0.625,"ZY","other","semi","Y09_Z21",2024,1,1,2,1
"Z22","Y09",0.555555555555556,"ZY","other","semi","Y09_Z22",2024,1,1,2,1
"Z23","Y09",0.666666666666667,"ZY","other","semi","Y09_Z23",2024,1,1,2,1
"Z24","Y09",0.5,"ZY","other","semi","Y09_Z24",2024,0,1,1,0
"Z26","Y09",0.4,"ZY","other","semi","Y09_Z26",2024,1,1,2,1
"Z27","Y09",0.444444444444444,"ZY","other","semi","Y09_Z27",2024,0,1,1,0
"Z28","Y09",0.444444444444444,"ZY","other","semi","Y09_Z28",2024,1,1,2,1
"Z29","Y09",0.666666666666667,"ZY","other","semi","Y09_Z29",2024,1,1,2,1
"Z30","Y09",0.444444444444444,"ZY","other","semi","Y09_Z30",2024,1,1,2,1
"Z31","Y09",0.625,"ZY","other","semi","Y09_Z31",2024,1,1,2,1
"Z32","Y09",0.5,"ZY","other","semi","Y09_Z32",2024,1,1,2,1
"Z33","Y09",0.555555555555556,"ZY","other","semi","Y09_Z33",2024,1,1,2,1
"Z35","Y09",0.75,"ZY","other","semi","Y09_Z35",2024,1,1,2,1
"Z38","Y09",0.444444444444444,"ZY","other","semi","Y09_Z38",2024,0,1,1,0
"Z39","Y09",0.666666666666667,"ZY","other","semi","Y09_Z39",2024,1,1,2,1
"Z40","Y09",0.375,"ZY","other","semi","Y09_Z40",2024,0,1,1,0
"Z41","Y09",0.625,"ZY","other","semi","Y09_Z41",2024,1,1,2,1
"Z42","Y09",0.555555555555556,"ZY","other","semi","Y09_Z42",2024,1,1,2,1
"Z43","Y09",0.444444444444444,"ZY","other","semi","Y09_Z43",2024,1,1,2,1
"Z44","Y09",0.5,"ZY","other","semi","Y09_Z44",2024,0,1,1,0
"Z45","Y09",0.375,"ZY","other","semi","Y09_Z45",2024,1,1,2,1
"Y11","Y10",0.666666666666667,"YY","same","same","Y10_Y11",2024,1,1,2,1
"Y12","Y10",0.75,"YY","same","same","Y10_Y12",2024,1,1,2,1
"Y14","Y10",0.777777777777778,"YY","same","same","Y10_Y14",2024,1,1,2,1
"Y16","Y10",0.375,"YY","same","same","Y10_Y16",2024,0,1,1,0
"Y17","Y10",0.75,"YY","same","same","Y10_Y17",2024,1,1,2,1
"Y18","Y10",0.666666666666667,"YY","same","same","Y10_Y18",2024,1,1,2,1
"Y19","Y10",0.444444444444444,"YY","same","same","Y10_Y19",2024,1,1,2,1
"Y20","Y10",0.555555555555556,"YY","same","same","Y10_Y20",2024,1,1,2,1
"Y21","Y10",0.777777777777778,"YY","same","same","Y10_Y21",2024,1,1,2,1
"Y22","Y10",0.375,"YY","same","same","Y10_Y22",2024,0,1,1,0
"Y23","Y10",0.666666666666667,"YY","same","same","Y10_Y23",2024,0,1,1,0
"Y24","Y10",0.375,"YY","same","same","Y10_Y24",2024,0,1,1,0
"Y25","Y10",0.444444444444444,"YY","same","same","Y10_Y25",2024,0,1,1,0
"Y26","Y10",0.75,"YY","same","same","Y10_Y26",2024,1,1,2,1
"Y27","Y10",0.444444444444444,"YY","same","same","Y10_Y27",2024,0,1,1,0
"Y28","Y10",0.555555555555556,"YY","same","same","Y10_Y28",2024,0,1,1,0
"Y29","Y10",0.75,"YY","same","same","Y10_Y29",2024,1,1,2,1
"Y30","Y10",0.333333333333333,"YY","same","same","Y10_Y30",2024,0,1,1,0
"Y31","Y10",0.5,"YY","same","same","Y10_Y31",2024,0,1,1,0
"Y32","Y10",0.5,"YY","same","same","Y10_Y32",2024,0,1,1,0
"Y33","Y10",0.375,"YY","same","same","Y10_Y33",2024,0,1,1,0
"Y34","Y10",0.625,"YY","same","same","Y10_Y34",2024,1,1,2,1
"Y35","Y10",0.444444444444444,"YY","same","same","Y10_Y35",2024,0,1,1,0
"Z02","Y10",0.5,"ZY","other","semi","Y10_Z02",2024,1,1,2,1
"Z03","Y10",0.625,"ZY","other","semi","Y10_Z03",2024,1,1,2,1
"Z05","Y10",0.666666666666667,"ZY","other","semi","Y10_Z05",2024,1,1,2,1
"Z06","Y10",0.555555555555556,"ZY","other","semi","Y10_Z06",2024,0,1,1,0
"Z07","Y10",0.444444444444444,"ZY","other","semi","Y10_Z07",2024,0,1,1,0
"Z08","Y10",0.5,"ZY","other","semi","Y10_Z08",2024,1,1,2,1
"Z10","Y10",0.625,"ZY","other","semi","Y10_Z10",2024,1,1,2,1
"Z11","Y10",0.555555555555556,"ZY","other","semi","Y10_Z11",2024,1,1,2,1
"Z13","Y10",0.625,"ZY","other","semi","Y10_Z13",2024,1,1,2,1
"Z14","Y10",0.75,"ZY","other","semi","Y10_Z14",2024,1,1,2,1
"Z15","Y10",0.555555555555556,"ZY","other","semi","Y10_Z15",2024,1,1,2,1
"Z16","Y10",0.625,"ZY","other","semi","Y10_Z16",2024,1,1,2,1
"Z17","Y10",0.75,"ZY","other","semi","Y10_Z17",2024,1,1,2,1
"Z18","Y10",0.375,"ZY","other","semi","Y10_Z18",2024,0,1,1,0
"Z19","Y10",0.5,"ZY","other","semi","Y10_Z19",2024,0,1,1,0
"Z20","Y10",0.625,"ZY","other","semi","Y10_Z20",2024,1,1,2,1
"Z21","Y10",0.625,"ZY","other","semi","Y10_Z21",2024,1,1,2,1
"Z22","Y10",0.75,"ZY","other","semi","Y10_Z22",2024,1,1,2,1
"Z23","Y10",0.875,"ZY","other","semi","Y10_Z23",2024,1,1,2,1
"Z24","Y10",0.5,"ZY","other","semi","Y10_Z24",2024,0,1,1,0
"Z26","Y10",0.555555555555556,"ZY","other","semi","Y10_Z26",2024,1,1,2,1
"Z27","Y10",0.625,"ZY","other","semi","Y10_Z27",2024,0,1,1,0
"Z28","Y10",0.625,"ZY","other","semi","Y10_Z28",2024,1,1,2,1
"Z29","Y10",0.666666666666667,"ZY","other","semi","Y10_Z29",2024,1,1,2,1
"Z30","Y10",0.625,"ZY","other","semi","Y10_Z30",2024,1,1,2,1
